CBSAGEO	# of provs in CBSAGEO	CBSAGEO unadjusted wages	CBSAGEO hours	CBSAGEO unadjusted AHW	CBSAGEO unadjusted wage index 	CBSAGEO occmix wages	CBSAGEO occmix AHW	CBSAGEO occmix wage index	cbsarnsal	cbsarnhr	cbsalpnstsal	cbsalpnsthr	cbsanaoratsal	cbsanaorathr	cbsamasal	cbsamahr	cbsanursesal	cbsanursehr	cbsaallothersal	cbsaallotherhr	cbsatotalsal	cbsatotalhr	cbsarnpct	cbsalpnstpct	cbsanaoratspct	cbsamapct	cbsanursevar	cbsaallothervar	cbsaadjrnahw	cbsaadjlpnstahw	cbsaadjnaoratahw	cbsaadjmaahw	cbsaadjnurseahw	cbsanurseoccmixfactor
23104	29	"$2,410,537,401.10"	"55,708,676"	$43.27	0.9792	"$2,393,949,462.50"	$42.97	0.9733	"658,723,020"	"15,155,427"	"45,269,875"	"1,669,483"	"54,785,650"	"3,257,189"	"11,646,436"	"697,696"	"770,424,982"	"20,779,795"	"1,071,441,337"	"32,700,532"	"1,841,866,319"	"53,480,326"	0.72933	0.08034	0.15675	0.03358	0.41828	0.58172	30.37	1.98	2.66	0.61	35.62	0.9823
23420	8	"$1,201,369,862.20"	"23,670,972"	$50.75	1.1484	"$1,195,144,284.20"	$50.49	1.1436	"386,178,413"	"7,035,542"	"10,017,869"	"359,334"	"35,143,494"	"2,190,778"	"215,029"	"13,856"	"431,554,805"	"9,599,511"	"448,959,179"	"12,660,005"	"880,513,985"	"22,259,516"	0.73291	0.03743	0.22822	0.00144	0.49012	0.50988	30.52	0.92	3.87	0.03	35.34	0.9901
23460	2	"$116,693,916.97"	"3,903,497"	$29.89	0.6764	"$115,824,045.73"	$29.67	0.6720	"35,663,726"	"1,160,871"	"1,639,927"	"93,155"	"3,742,714"	"315,053"	"75,005"	"4,764"	"41,121,371"	"1,573,842"	"53,733,667"	"2,211,203"	"94,855,038"	"3,785,045"	0.73760	0.05919	0.20018	0.00303	0.43352	0.56648	30.71	1.46	3.40	0.05	35.62	0.9823
23540	2	"$756,171,625.36"	"18,611,969"	$40.63	0.9194	"$755,861,877.32"	$40.61	0.9198	"186,134,335"	"5,731,831"	"10,497,538"	"505,458"	"21,236,339"	"1,314,816"	"7,348,242"	"532,542"	"225,216,454"	"8,084,647"	"349,218,451"	"12,021,836"	"574,434,905"	"20,106,483"	0.70898	0.06252	0.16263	0.06587	0.39207	0.60793	29.52	1.54	2.76	1.19	35.01	0.9994
23580	1	"$331,861,111.25"	"8,518,046"	$38.96	0.8816	"$333,359,201.47"	$39.14	0.8865	"114,375,954"	"2,860,592"	"6,617,858"	"263,071"	"14,445,703"	"975,854"	"6,908"	483	"135,446,423"	"4,100,000"	"141,494,293"	"4,615,863"	"276,940,716"	"8,715,863"	0.69771	0.06416	0.23801	0.00012	0.48908	0.51092	29.05	1.58	4.04	0.00	34.67	1.0092
23844	10	"$965,533,611.38"	"23,394,529"	$41.27	0.9339	"$969,464,755.53"	$41.44	0.9386	"239,691,637"	"6,578,426"	"13,162,925"	"589,479"	"30,237,193"	"2,092,531"	"3,297,583"	"201,549"	"286,389,339"	"9,461,986"	"422,051,898"	"13,806,356"	"708,441,236"	"23,268,342"	0.69525	0.06230	0.22115	0.02130	0.40425	0.59575	28.95	1.54	3.75	0.39	34.63	1.0104
23900	1	"$75,397,748.66"	"1,633,731"	$46.15	1.0444	"$75,098,279.87"	$45.97	1.0412	"12,781,587"	"333,208"	"432,497"	"17,479"	"1,515,137"	"99,584"	0	0	"14,729,221"	"450,271"	"40,599,539"	"1,286,481"	"55,328,760"	"1,736,752"	0.74002	0.03882	0.22116	0.00000	0.26621	0.73379	30.81	0.96	3.75	0.00	35.52	0.9851
24020	1	"$151,722,263.38"	"4,272,585"	$35.51	0.8036	"$155,174,320.41"	$36.32	0.8227	"43,414,853"	"1,182,119"	"4,689,035"	"194,276"	"7,202,583"	"436,514"	"1,104,506"	"68,518"	"56,410,977"	"1,881,427"	"68,647,619"	"2,454,449"	"125,058,596"	"4,335,876"	0.62831	0.10326	0.23201	0.03642	0.45108	0.54892	26.16	2.55	3.94	0.66	33.31	1.0504
24140	1	"$114,803,534.55"	"3,055,569"	$37.57	0.8502	"$115,680,208.15"	$37.86	0.8575	"30,501,052"	"868,190"	"1,259,288"	"59,773"	"4,899,535"	"324,060"	"82,328"	"4,550"	"36,742,203"	"1,256,573"	"47,219,242"	"1,805,703"	"83,961,445"	"3,062,275"	0.69092	0.04757	0.25789	0.00362	0.43761	0.56239	28.77	1.17	4.38	0.07	34.39	1.0174
24220	1	"$189,139,104.20"	"5,330,268"	$35.48	0.8029	"$191,837,669.82"	$35.99	0.8152	"43,942,989"	"1,149,189"	"8,744,812"	"401,153"	"4,812,066"	"292,241"	"940,078"	"43,040"	"58,439,945"	"1,885,623"	"102,121,752"	"3,695,053"	"160,561,697"	"5,580,676"	0.60945	0.21274	0.15498	0.02283	0.36397	0.63603	25.38	5.25	2.63	0.41	33.67	1.0392
24260	1	"$67,432,807.58"	"1,592,489"	$42.34	0.9581	"$67,252,989.24"	$42.23	0.9565	"13,655,105"	"357,021"	"409,731"	"15,313"	"1,779,999"	"114,661"	0	0	"15,844,835"	"486,995"	"37,989,095"	"1,167,620"	"53,833,930"	"1,654,615"	0.73311	0.03144	0.23545	0.00000	0.29433	0.70567	30.53	0.78	4.00	0.00	35.31	0.9909
24300	2	"$193,561,054.16"	"4,685,121"	$41.31	0.9348	"$194,882,276.00"	$41.60	0.9422	"45,123,655"	"1,174,594"	"2,463,427"	"79,135"	"6,776,694"	"409,299"	"1,002,951"	"45,716"	"55,366,727"	"1,708,744"	"108,360,944"	"3,206,303"	"163,727,671"	"4,915,047"	0.68740	0.04631	0.23953	0.02675	0.33816	0.66184	28.62	1.14	4.06	0.48	34.30	1.0201
24340	9	"$1,418,199,757.50"	"36,402,294"	$38.96	0.8816	"$1,447,053,075.20"	$39.75	0.9003	"273,022,349"	"8,258,212"	"21,205,907"	"1,012,821"	"43,793,347"	"2,939,780"	"14,799,238"	"943,249"	"352,820,841"	"13,154,062"	"648,327,787"	"23,198,112"	"1,001,148,628"	"36,352,174"	0.62781	0.07700	0.22349	0.07171	0.35242	0.64758	26.14	1.90	3.79	1.30	33.13	1.0561
24420	1	"$82,139,929.64"	"1,847,344"	$44.46	1.0061	"$82,484,896.00"	$44.65	1.0113	"20,577,716"	"441,644"	"1,052,490"	"37,247"	"2,816,910"	"150,758"	"79,267"	"4,806"	"24,526,383"	"634,455"	"39,596,274"	"1,235,692"	"64,122,657"	"1,870,147"	0.69610	0.05871	0.23762	0.00758	0.38249	0.61751	28.99	1.45	4.03	0.14	34.61	1.0110
24500	2	"$127,983,344.00"	"3,488,077"	$36.69	0.8303	"$129,451,560.24"	$37.11	0.8405	"29,472,822"	"863,122"	"3,074,675"	"138,859"	"3,956,240"	"242,447"	"1,158,828"	"73,015"	"37,662,565"	"1,317,442"	"56,375,536"	"2,117,817"	"94,038,100"	"3,435,259"	0.65515	0.10540	0.18403	0.05542	0.40050	0.59950	27.28	2.60	3.12	1.00	34.00	1.0291
24540	1	"$136,129,540.33"	"3,427,150"	$39.72	0.8988	"$138,166,784.11"	$40.32	0.9133	"24,704,182"	"770,722"	"1,138,487"	"46,776"	"4,457,817"	"296,177"	"1,264,684"	"68,757"	"31,565,170"	"1,182,431"	"67,525,448"	"2,291,653"	"99,090,618"	"3,474,084"	0.65181	0.03956	0.25048	0.05815	0.31855	0.68145	27.14	0.98	4.25	1.05	33.42	1.0470
24580	4	"$441,167,762.55"	"10,681,389"	$41.30	0.9346	"$439,854,260.67"	$41.18	0.9327	"95,355,127"	"2,746,826"	"7,266,296"	"282,845"	"9,617,630"	"630,609"	"2,718,894"	"141,855"	"114,957,948"	"3,802,134"	"235,681,879"	"7,288,610"	"350,639,826"	"11,090,744"	0.72244	0.07439	0.16586	0.03731	0.32785	0.67215	30.08	1.84	2.81	0.68	35.41	0.9881
24660	4	"$644,367,054.26"	"16,287,044"	$39.56	0.8952	"$645,223,728.21"	$39.62	0.8974	"176,608,285"	"4,811,614"	"6,329,927"	"281,811"	"24,397,187"	"1,635,402"	"683,733"	"42,058"	"208,019,133"	"6,770,884"	"272,897,261"	"9,557,717"	"480,916,394"	"16,328,601"	0.71063	0.04162	0.24153	0.00621	0.43255	0.56745	29.59	1.03	4.10	0.11	34.83	1.0046
24780	1	"$457,180,538.21"	"11,061,653"	$41.33	0.9353	"$462,122,279.45"	$41.78	0.9463	"117,225,467"	"3,315,155"	"4,334,029"	"206,002"	"20,571,215"	"1,342,208"	0	0	"142,130,711"	"4,863,365"	"197,116,570"	"6,060,293"	"339,247,281"	"10,923,658"	0.68166	0.04236	0.27598	0.00000	0.41896	0.58104	28.38	1.05	4.68	0.00	34.11	1.0258
24860	9	"$1,005,020,903.90"	"25,593,814"	$39.27	0.8887	"$1,000,205,442.40"	$39.08	0.8852	"230,283,645"	"6,859,229"	"13,390,182"	"661,515"	"19,671,545"	"1,481,060"	"7,210,857"	"459,135"	"270,556,229"	"9,460,939"	"483,692,736"	"16,381,849"	"754,248,965"	"25,842,788"	0.72501	0.06992	0.15654	0.04853	0.35871	0.64129	30.19	1.73	2.66	0.88	35.46	0.9867
25020	1	"$12,194,277.66"	"735,550"	$16.58	0.3752	"$11,574,757.90"	$15.74	0.3565	"3,803,684"	"225,925"	"366,484"	"31,348"	0	0	0	0	"4,170,168"	"257,273"	"5,349,042"	"425,235"	"9,519,210"	"682,508"	0.87815	0.12185	0.00000	0.00000	0.43808	0.56192	36.57	3.01	0.00	0.00	39.58	0.8840
25060	5	"$426,085,063.07"	"12,610,412"	$33.79	0.7647	"$427,182,441.29"	$33.88	0.7674	"113,545,925"	"3,646,794"	"8,543,660"	"404,354"	"12,935,659"	"1,042,117"	"2,367,455"	"140,284"	"137,392,697"	"5,233,550"	"167,406,286"	"6,739,047"	"304,798,984"	"11,972,597"	0.69681	0.07726	0.19912	0.02680	0.45076	0.54924	29.02	1.91	3.38	0.49	34.80	1.0055
25180	2	"$224,833,419.27"	"5,608,706"	$40.09	0.9072	"$224,451,284.08"	$40.02	0.9065	"61,320,942"	"1,676,648"	"3,015,223"	"127,416"	"7,064,247"	"461,416"	"1,223,691"	"71,478"	"72,624,103"	"2,336,958"	"95,721,074"	"3,756,692"	"168,345,177"	"6,093,650"	0.71745	0.05452	0.19744	0.03059	0.43140	0.56860	29.87	1.35	3.35	0.55	35.12	0.9963
25220	2	"$123,358,530.33"	"3,324,747"	$37.10	0.8396	"$122,395,370.54"	$36.81	0.8337	"34,736,353"	"984,664"	"3,402,478"	"171,243"	"2,617,202"	"212,699"	"29,798"	"1,946"	"40,785,831"	"1,370,552"	"57,367,095"	"2,061,725"	"98,152,926"	"3,432,277"	0.71844	0.12494	0.15519	0.00142	0.41553	0.58447	29.92	3.08	2.63	0.03	35.66	0.9812
25260	1	"$121,217,968.58"	"2,613,671"	$46.38	1.0496	"$121,079,634.88"	$46.33	1.0494	"31,216,650"	"632,160"	"2,455,113"	"93,033"	"2,923,997"	"169,087"	"87,440"	"5,595"	"36,683,200"	"899,874"	"63,929,918"	"1,747,563"	"100,613,117"	"2,647,437"	0.70250	0.10338	0.18790	0.00622	0.36460	0.63540	29.25	2.55	3.19	0.11	35.10	0.9969
25420	4	"$1,094,325,387.10"	"25,868,251"	$42.30	0.9572	"$1,090,851,999.40"	$42.17	0.9552	"245,054,302"	"6,610,190"	"15,451,651"	"723,297"	"27,642,530"	"1,661,280"	"4,274,001"	"262,006"	"292,422,484"	"9,256,772"	"475,759,004"	"15,933,807"	"768,181,488"	"25,190,580"	0.71409	0.07814	0.17947	0.02830	0.38067	0.61933	29.73	1.93	3.05	0.51	35.22	0.9935
25500	1	"$156,323,248.83"	"3,699,389"	$42.26	0.9563	"$154,808,932.30"	$41.85	0.9479	"37,767,937"	"1,041,362"	"2,533,060"	"124,866"	"2,519,175"	"169,741"	"1,173,510"	"72,327"	"43,993,682"	"1,408,296"	"78,488,302"	"2,719,152"	"122,481,984"	"4,127,448"	0.73945	0.08866	0.12053	0.05136	0.35918	0.64082	30.79	2.19	2.05	0.93	35.96	0.9730
25540	10	"$1,562,875,903.10"	"32,933,733"	$47.46	1.0740	"$1,583,692,231.20"	$48.09	1.0892	"363,271,384"	"8,432,992"	"16,685,231"	"573,192"	"61,848,475"	"3,193,581"	"8,846,432"	"379,753"	"450,651,523"	"12,579,519"	"636,901,881"	"17,677,469"	"1,087,553,403"	"30,256,988"	0.67037	0.04557	0.25387	0.03019	0.41437	0.58563	27.91	1.13	4.31	0.55	33.90	1.0322
25620	2	"$206,512,745.58"	"6,255,583"	$33.01	0.7470	"$209,741,834.67"	$33.53	0.7595	"58,834,136"	"1,887,004"	"3,984,891"	"175,539"	"9,985,712"	"779,611"	"4,092"	343	"72,808,831"	"2,842,497"	"88,476,669"	"3,920,019"	"161,285,500"	"6,762,516"	0.66385	0.06176	0.27427	0.00012	0.45143	0.54857	27.64	1.52	4.65	0.00	33.81	1.0349
25860	4	"$297,255,412.98"	"7,661,935"	$38.80	0.8780	"$298,247,483.45"	$38.93	0.8818	"73,333,569"	"2,200,664"	"4,827,330"	"219,802"	"8,615,001"	"595,244"	"2,247,344"	"151,712"	"89,023,244"	"3,167,422"	"144,072,534"	"4,746,123"	"233,095,778"	"7,913,545"	0.69478	0.06939	0.18793	0.04790	0.38192	0.61808	28.93	1.71	3.19	0.87	34.70	1.0084
25940	3	"$142,064,688.25"	"4,076,375"	$34.85	0.7886	"$139,915,885.93"	$34.32	0.7773	"36,081,360"	"1,044,070"	"2,110,781"	"93,460"	"2,865,982"	"206,135"	"456,193"	"27,568"	"41,514,315"	"1,371,233"	"72,739,626"	"2,592,712"	"114,253,941"	"3,963,945"	0.76141	0.06816	0.15033	0.02010	0.36335	0.63665	31.71	1.68	2.55	0.36	36.30	0.9639
25980	0	"$8,269,287,409.80"	"209,465,584"	$39.48	0.8934	"$8,269,287,409.80"	$39.48	0.8942	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
26140	2	"$104,732,718.79"	"2,882,705"	$36.33	0.8221	"$105,112,036.61"	$36.46	0.8258	"27,911,146"	"783,455"	"2,326,017"	"114,039"	"3,059,873"	"227,895"	"183,561"	"13,403"	"33,480,597"	"1,138,792"	"47,464,366"	"1,696,959"	"80,944,963"	"2,835,751"	0.68797	0.10014	0.20012	0.01177	0.41362	0.58638	28.65	2.47	3.40	0.21	34.73	1.0075
26300	2	"$122,158,203.75"	"3,265,739"	$37.41	0.8466	"$122,613,176.51"	$37.55	0.8505	"37,000,672"	"1,070,750"	"2,279,122"	"115,481"	"4,141,308"	"335,153"	0	0	"43,421,102"	"1,521,383"	"37,787,416"	"1,346,196"	"81,208,519"	"2,867,579"	0.70380	0.07591	0.22029	0.00000	0.53469	0.46531	29.31	1.87	3.74	0.00	34.92	1.0020
26380	4	"$179,517,077.62"	"5,618,763"	$31.95	0.7230	"$186,574,452.56"	$33.21	0.7522	"45,185,758"	"1,356,767"	"3,150,963"	"148,352"	"9,244,596"	"792,030"	"592,745"	"29,407"	"58,174,062"	"2,326,556"	"84,409,035"	"3,279,519"	"142,583,097"	"5,606,075"	0.58317	0.06376	0.34043	0.01264	0.40800	0.59200	24.28	1.57	5.78	0.23	31.86	1.0982
26420	46	"$7,242,070,105.60"	"163,581,871"	$44.27	1.0018	"$7,257,520,418.50"	$44.37	1.0050	"2,095,083,127"	"48,522,679"	"154,263,630"	"5,883,018"	"227,234,647"	"13,593,311"	"27,518,281"	"1,391,373"	"2,504,099,685"	"69,390,381"	"2,935,756,807"	"92,143,113"	"5,439,856,491"	"161,533,494"	0.69927	0.08478	0.19590	0.02005	0.46032	0.53968	29.12	2.09	3.32	0.36	34.89	1.0029
26580	6	"$592,419,670.99"	"15,898,188"	$37.26	0.8432	"$590,729,590.01"	$37.16	0.8417	"152,121,081"	"4,662,594"	"14,036,445"	"713,551"	"17,642,608"	"1,175,668"	"760,271"	"54,745"	"184,560,405"	"6,606,558"	"275,357,468"	"9,917,849"	"459,917,873"	"16,524,407"	0.70575	0.10801	0.17795	0.00829	0.40129	0.59871	29.39	2.67	3.02	0.15	35.23	0.9932
26620	3	"$542,058,737.79"	"15,144,560"	$35.79	0.8099	"$554,338,770.16"	$36.60	0.8290	"130,064,495"	"4,480,218"	"8,004,642"	"362,311"	"24,382,925"	"1,524,536"	"8,888,449"	"601,542"	"171,340,511"	"6,968,607"	"208,521,534"	"7,886,981"	"379,862,044"	"14,855,588"	0.64291	0.05199	0.21877	0.08632	0.45106	0.54894	26.77	1.28	3.71	1.56	33.32	1.0501
26820	2	"$147,380,569.07"	"3,798,166"	$38.80	0.8780	"$147,301,871.40"	$38.78	0.8784	"37,066,661"	"1,120,530"	"4,143,873"	"191,953"	"3,275,215"	"226,847"	"1,078,812"	"74,082"	"45,564,561"	"1,613,412"	"72,128,001"	"2,257,445"	"117,692,562"	"3,870,857"	0.69451	0.11897	0.14060	0.04592	0.38715	0.61285	28.92	2.94	2.39	0.83	35.08	0.9974
26900	24	"$3,249,658,268.90"	"72,756,756"	$44.66	1.0106	"$3,256,169,322.50"	$44.75	1.0136	"724,366,895"	"19,531,839"	"40,500,986"	"1,543,087"	"93,706,486"	"5,734,235"	"14,279,177"	"843,543"	"872,853,544"	"27,652,704"	"1,409,316,742"	"42,876,137"	"2,282,170,285"	"70,528,841"	0.70633	0.05580	0.20737	0.03050	0.38247	0.61753	29.41	1.38	3.52	0.55	34.86	1.0037
26980	2	"$736,543,961.79"	"17,039,955"	$43.22	0.9780	"$735,907,856.87"	$43.19	0.9783	"154,099,533"	"4,341,005"	"3,384,799"	"152,880"	"13,768,327"	"818,504"	"14,059,202"	"710,637"	"185,311,861"	"6,023,026"	"296,736,520"	"10,327,021"	"482,048,381"	"16,350,047"	0.72073	0.02538	0.13590	0.11799	0.38443	0.61557	30.01	0.63	2.31	2.14	35.09	0.9972
27060	1	"$89,057,316.40"	"2,199,030"	$40.50	0.9165	"$88,164,308.74"	$40.09	0.9080	"16,401,649"	"500,288"	"485,880"	"25,279"	"1,588,657"	"114,575"	"187,516"	"11,414"	"18,663,702"	"651,556"	"45,047,120"	"1,581,045"	"63,710,822"	"2,232,600"	0.76784	0.03880	0.17585	0.01752	0.29294	0.70706	31.97	0.96	2.98	0.32	36.23	0.9658
27100	1	"$205,585,146.05"	"5,277,315"	$38.96	0.8816	"$214,685,515.21"	$40.68	0.9214	"39,572,878"	"1,088,714"	"3,439,290"	"141,646"	"7,440,364"	"407,568"	"6,389,793"	"391,365"	"56,842,325"	"2,029,292"	"109,836,074"	"4,020,995"	"166,678,399"	"6,050,287"	0.53650	0.06980	0.20084	0.19286	0.34103	0.65897	22.34	1.72	3.41	3.50	30.97	1.1298
27140	11	"$911,227,566.43"	"25,392,164"	$35.89	0.8122	"$899,837,363.19"	$35.44	0.8027	"254,889,331"	"7,414,266"	"17,728,773"	"784,898"	"20,460,128"	"1,638,319"	"846,804"	"60,366"	"293,925,035"	"9,897,850"	"394,216,053"	"14,273,354"	"688,141,089"	"24,171,204"	0.74908	0.07930	0.16552	0.00610	0.42713	0.57287	31.19	1.96	2.81	0.11	36.07	0.9701
27180	2	"$301,715,896.07"	"8,889,640"	$33.94	0.7680	"$299,471,610.22"	$33.69	0.7631	"91,827,221"	"2,662,745"	"8,890,242"	"418,923"	"8,041,836"	"621,112"	"138,723"	"12,063"	"108,898,021"	"3,714,842"	"120,699,306"	"4,889,206"	"229,597,327"	"8,604,048"	0.71679	0.11277	0.16720	0.00325	0.47430	0.52570	29.85	2.78	2.84	0.06	35.53	0.9848
27260	12	"$1,807,695,173.00"	"47,001,773"	$38.46	0.8703	"$1,818,368,278.90"	$38.69	0.8763	"486,946,672"	"14,148,035"	"31,078,776"	"1,354,926"	"65,181,742"	"4,415,990"	"8,105,158"	"530,446"	"591,312,348"	"20,449,396"	"731,963,609"	"24,252,573"	"1,323,275,957"	"44,701,969"	0.69186	0.06626	0.21595	0.02594	0.44685	0.55315	28.81	1.64	3.66	0.47	34.58	1.0119
27340	1	"$65,255,674.91"	"1,984,597"	$32.88	0.7441	"$66,027,174.49"	$33.27	0.7536	"16,763,489"	"513,540"	"1,606,280"	"79,223"	"2,336,798"	"186,670"	0	0	"20,706,567"	"779,434"	"30,294,629"	"1,201,077"	"51,001,196"	"1,980,510"	0.65886	0.10164	0.23949	0.00000	0.40600	0.59400	27.43	2.51	4.06	0.00	34.00	1.0291
27500	3	"$241,064,328.50"	"6,119,260"	$39.39	0.8914	"$245,645,095.05"	$40.14	0.9092	"55,278,544"	"1,554,991"	"4,349,069"	"185,045"	"6,083,673"	"397,600"	"5,082,777"	"307,437"	"70,794,063"	"2,445,073"	"112,792,378"	"4,103,860"	"183,586,441"	"6,548,933"	0.63597	0.07568	0.16261	0.12574	0.38562	0.61438	26.48	1.87	2.76	2.28	33.39	1.0479
27620	3	"$126,861,233.61"	"3,413,125"	$37.17	0.8411	"$128,137,440.08"	$37.54	0.8503	"26,593,632"	"786,356"	"1,509,286"	"69,216"	"4,554,955"	"291,986"	0	0	"32,657,873"	"1,147,558"	"41,437,547"	"1,663,802"	"74,095,420"	"2,811,360"	0.68524	0.06032	0.25444	0.00000	0.44075	0.55925	28.53	1.49	4.32	0.00	34.34	1.0189
27740	4	"$218,039,197.71"	"6,929,478"	$31.47	0.7122	"$215,637,044.43"	$31.12	0.7049	"62,581,181"	"2,178,237"	"4,155,563"	"232,554"	"6,124,432"	"524,458"	0	0	"72,861,175"	"2,935,249"	"94,897,344"	"3,850,312"	"167,758,519"	"6,785,561"	0.74210	0.07923	0.17868	0.00000	0.43432	0.56568	30.90	1.96	3.03	0.00	35.89	0.9749
27780	2	"$163,244,417.95"	"4,609,117"	$35.42	0.8015	"$165,446,247.38"	$35.90	0.8131	"35,954,231"	"1,091,053"	"3,788,696"	"157,298"	"6,288,427"	"418,307"	"268,338"	"21,022"	"46,299,692"	"1,687,680"	"88,888,428"	"3,098,284"	"135,188,120"	"4,785,964"	0.64648	0.09320	0.24786	0.01246	0.34248	0.65752	26.92	2.30	4.21	0.23	33.66	1.0395
27860	2	"$196,303,046.71"	"5,586,548"	$35.14	0.7952	"$196,697,617.94"	$35.21	0.7975	"47,892,224"	"1,555,768"	"5,626,915"	"310,504"	"4,943,326"	"374,908"	"676,211"	"38,866"	"59,138,676"	"2,280,046"	"101,005,317"	"3,961,840"	"160,143,993"	"6,241,886"	0.68234	0.13618	0.16443	0.01705	0.36928	0.63072	28.41	3.36	2.79	0.31	34.87	1.0034
27900	2	"$296,106,459.00"	"8,843,511"	$33.48	0.7576	"$299,253,548.60"	$33.84	0.7665	"60,989,120"	"1,976,981"	"3,863,541"	"194,187"	"8,942,271"	"632,103"	"2,296,422"	"171,563"	"76,091,354"	"2,974,834"	"143,560,818"	"5,614,128"	"219,652,172"	"8,588,962"	0.66457	0.06528	0.21248	0.05767	0.34642	0.65358	27.67	1.61	3.61	1.05	33.94	1.0309
27980	1	"$161,925,822.16"	"2,913,299"	$55.58	1.2578	"$168,008,842.89"	$57.67	1.3062	"47,075,137"	"887,747"	"1,047,114"	"38,220"	"9,246,758"	"440,174"	"666,434"	"28,697"	"58,035,443"	"1,394,838"	"39,600,345"	"1,345,458"	"97,635,788"	"2,740,296"	0.63645	0.02740	0.31557	0.02057	0.59441	0.40559	26.50	0.68	5.36	0.37	32.91	1.0632
28020	3	"$531,803,169.38"	"12,120,692"	$43.88	0.9930	"$542,667,202.83"	$44.77	1.0140	"119,875,126"	"3,055,999"	"4,545,552"	"174,235"	"17,066,208"	"1,055,373"	"7,606,947"	"497,908"	"149,093,833"	"4,783,515"	"246,292,844"	"8,134,736"	"395,386,677"	"12,918,251"	0.63886	0.03642	0.22063	0.10409	0.37708	0.62292	26.60	0.90	3.74	1.89	33.13	1.0561
28100	2	"$152,834,549.21"	"3,826,651"	$39.94	0.9038	"$152,913,051.34"	$39.96	0.9051	"36,286,297"	"999,999"	"1,030,713"	"44,413"	"4,922,604"	"333,075"	"235,793"	"14,361"	"42,475,406"	"1,391,848"	"81,842,986"	"2,788,418"	"124,318,392"	"4,180,265"	0.71847	0.03191	0.23930	0.01032	0.34167	0.65833	29.92	0.79	4.06	0.19	34.96	1.0009
28140	29	"$2,665,258,083.70"	"64,497,901"	$41.32	0.9351	"$2,645,148,758.40"	$41.01	0.9289	"676,721,434"	"18,510,864"	"28,755,626"	"1,142,958"	"72,772,139"	"4,449,834"	"13,491,821"	"778,043"	"791,741,019"	"24,881,699"	"1,206,108,574"	"37,719,992"	"1,997,849,594"	"62,601,692"	0.74395	0.04594	0.17884	0.03127	0.39630	0.60370	30.98	1.13	3.03	0.57	35.71	0.9798
28420	2	"$320,242,721.42"	"7,489,998"	$42.76	0.9676	"$337,376,309.89"	$45.04	1.0202	"79,020,981"	"1,808,917"	"3,124,547"	"120,887"	"11,222,655"	"594,531"	"12,187,001"	"762,036"	"105,555,184"	"3,286,371"	"140,970,628"	"4,198,942"	"246,525,812"	"7,485,313"	0.55043	0.03678	0.18091	0.23188	0.42817	0.57183	22.92	0.91	3.07	4.20	31.10	1.1251
28660	3	"$582,493,637.94"	"13,705,115"	$42.50	0.9618	"$598,326,533.21"	$43.66	0.9889	"123,541,168"	"3,426,302"	"16,164,157"	"696,173"	"13,702,818"	"915,065"	"12,202,305"	"879,104"	"165,610,448"	"5,916,644"	"324,784,600"	"9,267,488"	"490,395,048"	"15,184,132"	0.57910	0.11766	0.15466	0.14858	0.33771	0.66229	24.11	2.91	2.62	2.69	32.33	1.0823
28700	5	"$322,758,440.08"	"10,870,764"	$29.69	0.6719	"$325,407,670.60"	$29.93	0.6779	"86,039,742"	"2,977,073"	"7,188,144"	"386,593"	"11,961,135"	"1,036,381"	"21,760"	"2,166"	"105,210,781"	"4,402,213"	"144,534,616"	"6,254,690"	"249,745,397"	"10,656,903"	0.67627	0.08782	0.23542	0.00049	0.42127	0.57873	28.16	2.17	4.00	0.01	34.34	1.0189
28740	2	"$89,063,145.00"	"2,270,470"	$39.23	0.8878	"$90,633,045.97"	$39.92	0.9042	"22,019,483"	"581,184"	"1,238,554"	"68,124"	"3,773,313"	"251,798"	0	0	"27,031,350"	"901,106"	"40,831,973"	"1,422,759"	"67,863,323"	"2,323,865"	0.64497	0.07560	0.27943	0.00000	0.39832	0.60168	26.86	1.87	4.74	0.00	33.47	1.0454
28940	10	"$820,306,149.09"	"25,896,876"	$31.68	0.7169	"$819,505,501.49"	$31.64	0.7166	"221,096,467"	"7,380,493"	"19,957,279"	"969,298"	"26,285,578"	"2,052,717"	"1,257,723"	"75,914"	"268,597,047"	"10,478,422"	"350,995,112"	"13,898,863"	"619,592,159"	"24,377,285"	0.70435	0.09250	0.19590	0.00724	0.43351	0.56649	29.33	2.28	3.32	0.13	35.06	0.9980
29020	2	"$119,246,465.06"	"2,859,996"	$41.69	0.9434	"$119,085,801.59"	$41.64	0.9431	"24,917,396"	"704,312"	"1,098,829"	"44,327"	"3,220,686"	"222,291"	"81,891"	"5,235"	"29,318,801"	"976,165"	"57,728,881"	"1,784,376"	"87,047,682"	"2,760,541"	0.72151	0.04541	0.22772	0.00536	0.33681	0.66319	30.04	1.12	3.86	0.10	35.12	0.9963
29100	2	"$483,607,902.51"	"11,435,447"	$42.29	0.9570	"$492,784,594.89"	$43.09	0.9760	"89,834,169"	"2,424,319"	"9,946,921"	"433,309"	"8,086,436"	"475,363"	"10,103,760"	"580,573"	"117,971,287"	"3,913,564"	"199,262,700"	"7,073,804"	"317,233,987"	"10,987,368"	0.61947	0.11072	0.12147	0.14835	0.37187	0.62813	25.79	2.73	2.06	2.69	33.27	1.0517
