CBSAGEO	# of provs in CBSAGEO	CBSAGEO unadjusted wages	CBSAGEO hours	CBSAGEO unadjusted AHW	CBSAGEO unadjusted wage index 	CBSAGEO occmix wages	CBSAGEO occmix AHW	CBSAGEO occmix wage index	cbsarnsal	cbsarnhr	cbsalpnstsal	cbsalpnsthr	cbsanaoratsal	cbsanaorathr	cbsamasal	cbsamahr	cbsanursesal	cbsanursehr	cbsaallothersal	cbsaallotherhr	cbsatotalsal	cbsatotalhr	cbsarnpct	cbsalpnstpct	cbsanaoratspct	cbsamapct	cbsanursevar	cbsaallothervar	cbsaadjrnahw	cbsaadjlpnstahw	cbsaadjnaoratahw	cbsaadjmaahw	cbsaadjnurseahw	cbsanurseoccmixfactor
47580	3	"$143,309,101.63"	"4,631,423"	$30.94	0.7002	"$149,457,935.61"	$32.27	0.7309	"37,130,156"	"1,120,873"	"6,111,600"	"319,413"	"6,963,561"	"553,007"	"118,749"	"7,986"	"50,324,066"	"2,001,279"	"58,877,791"	"2,650,758"	"109,201,856"	"4,652,037"	0.56008	0.15960	0.27633	0.00399	0.46084	0.53916	23.32	3.94	4.69	0.07	32.02	1.0928
47664	20	"$2,875,281,032.40"	"68,711,192"	$41.85	0.9470	"$2,958,990,791.70"	$43.06	0.9753	"658,889,139"	"17,983,327"	"31,579,308"	"1,315,538"	"136,339,734"	"8,571,598"	"16,442,173"	"1,018,055"	"843,250,353"	"28,888,518"	"1,214,469,197"	"39,531,347"	"2,057,719,551"	"68,419,865"	0.62251	0.04554	0.29671	0.03524	0.40980	0.59020	25.92	1.12	5.04	0.64	32.72	1.0694
47894	31	"$3,989,186,093.60"	"88,532,077"	$45.06	1.0197	"$3,951,036,843.30"	$44.63	1.0109	"1,178,737,743"	"27,559,246"	"45,155,149"	"1,346,700"	"129,455,573"	"7,152,802"	"20,491,576"	"940,408"	"1,373,840,041"	"36,999,155"	"1,579,557,598"	"45,179,160"	"2,953,397,639"	"82,178,315"	0.74486	0.03640	0.19332	0.02542	0.46517	0.53483	31.02	0.90	3.28	0.46	35.66	0.9812
47940	3	"$224,432,970.86"	"6,294,502"	$35.66	0.8070	"$230,734,077.74"	$36.66	0.8304	"45,894,919"	"1,471,645"	"7,680,221"	"396,427"	"5,880,343"	"358,242"	"5,116,366"	"260,813"	"64,571,850"	"2,487,127"	"91,705,285"	"3,115,196"	"156,277,135"	"5,602,323"	0.59170	0.15939	0.14404	0.10486	0.41319	0.58681	24.64	3.94	2.44	1.90	32.92	1.0629
48060	1	"$100,575,870.80"	"2,498,197"	$40.26	0.9111	"$103,502,824.40"	$41.43	0.9384	"26,216,203"	"647,586"	"3,276,999"	"153,928"	"4,151,372"	"279,593"	0	0	"33,644,574"	"1,081,107"	"41,663,106"	"1,489,125"	"75,307,680"	"2,570,232"	0.59900	0.14238	0.25862	0.00000	0.44676	0.55324	24.94	3.52	4.39	0.00	32.85	1.0651
48140	2	"$201,424,519.27"	"5,139,729"	$39.19	0.8869	"$203,985,800.51"	$39.69	0.8990	"47,992,070"	"1,310,366"	"2,095,166"	"82,550"	"7,669,106"	"478,525"	"1,606,557"	"91,852"	"59,362,899"	"1,963,293"	"104,996,264"	"3,714,450"	"164,359,163"	"5,677,743"	0.66743	0.04205	0.24374	0.04678	0.36118	0.63882	27.79	1.04	4.14	0.85	33.82	1.0346
48260	2	"$147,758,609.32"	"4,198,767"	$35.19	0.7963	"$147,720,967.65"	$35.18	0.7968	"30,525,770"	"1,048,024"	"1,321,800"	"70,874"	"4,137,194"	"325,410"	"251,587"	"20,378"	"36,236,350"	"1,464,687"	"62,780,975"	"2,824,704"	"99,017,325"	"4,289,390"	0.71553	0.04839	0.22217	0.01391	0.36596	0.63404	29.79	1.19	3.77	0.25	35.00	0.9997
48300	2	"$196,788,082.90"	"4,737,724"	$41.54	0.9400	"$199,095,718.59"	$42.02	0.9518	"48,464,011"	"1,102,767"	"2,938,942"	"106,882"	"3,790,750"	"231,614"	"3,346,523"	"191,855"	"58,540,226"	"1,633,118"	"73,599,304"	"2,559,193"	"132,139,530"	"4,192,311"	0.67525	0.06545	0.14182	0.11748	0.44302	0.55698	28.12	1.62	2.41	2.13	34.28	1.0207
48424	12	"$1,374,578,337.60"	"34,042,375"	$40.38	0.9138	"$1,343,071,131.90"	$39.45	0.8935	"430,445,091"	"11,039,207"	"14,213,142"	"576,072"	"32,459,437"	"2,224,315"	"1,707,530"	"115,154"	"478,825,200"	"13,954,748"	"561,802,382"	"18,495,737"	"1,040,627,582"	"32,450,485"	0.79107	0.04128	0.15939	0.00825	0.46013	0.53987	32.94	1.02	2.70	0.15	36.81	0.9506
48540	5	"$198,779,886.29"	"6,892,356"	$28.84	0.6526	"$202,434,954.11"	$29.37	0.6652	"43,743,079"	"1,553,314"	"4,023,839"	"228,254"	"4,741,485"	"337,915"	"5,035,566"	"322,990"	"57,543,969"	"2,442,474"	"105,517,778"	"4,828,846"	"163,061,747"	"7,271,320"	0.63596	0.09345	0.13835	0.13224	0.35290	0.64710	26.48	2.31	2.35	2.40	33.54	1.0432
48620	10	"$621,882,527.24"	"16,459,417"	$37.78	0.8549	"$614,942,966.47"	$37.36	0.8462	"176,394,199"	"5,623,723"	"9,936,273"	"427,842"	"20,409,944"	"1,356,294"	"806,308"	"62,377"	"207,546,724"	"7,470,237"	"288,069,813"	"8,741,772"	"495,616,538"	"16,212,008"	0.75282	0.05727	0.18156	0.00835	0.41876	0.58124	31.35	1.41	3.08	0.15	35.99	0.9722
48660	2	"$155,756,551.00"	"3,836,950"	$40.59	0.9185	"$156,518,645.56"	$40.79	0.9239	"43,010,242"	"1,076,640"	"4,974,847"	"216,286"	"4,392,947"	"252,311"	"1,464,943"	"58,901"	"53,842,979"	"1,604,138"	"65,025,711"	"2,288,045"	"118,868,690"	"3,892,183"	0.67116	0.13483	0.15729	0.03672	0.45296	0.54704	27.95	3.33	2.67	0.67	34.62	1.0107
48700	1	"$115,426,813.66"	"2,988,973"	$38.62	0.8740	"$115,575,460.13"	$38.67	0.8759	"25,765,647"	"703,277"	"3,174,592"	"145,970"	"2,669,044"	"183,111"	0	0	"31,609,283"	"1,032,358"	"52,825,914"	"1,876,179"	"84,435,197"	"2,908,537"	0.68123	0.14139	0.17737	0.00000	0.37436	0.62564	28.37	3.49	3.01	0.00	34.87	1.0034
48864	5	"$1,119,599,343.30"	"22,464,237"	$49.84	1.1279	"$1,125,544,157.10"	$50.10	1.1348	"268,778,759"	"6,299,233"	"7,508,768"	"281,442"	"32,922,477"	"1,782,440"	"12,510,367"	"640,314"	"321,720,371"	"9,003,428"	"450,399,065"	"13,604,670"	"772,119,436"	"22,608,098"	0.69965	0.03126	0.19797	0.07112	0.41667	0.58333	29.13	0.77	3.36	1.29	34.55	1.0127
48900	1	"$337,285,063.74"	"8,536,605"	$39.51	0.8941	"$343,096,876.94"	$40.19	0.9103	"81,668,215"	"2,511,874"	"4,485,969"	"224,970"	"16,080,809"	"1,072,542"	"765,668"	"49,855"	"103,000,662"	"3,859,241"	"164,733,497"	"5,194,327"	"267,734,159"	"9,053,568"	0.65087	0.05829	0.27792	0.01292	0.38471	0.61529	27.10	1.44	4.72	0.23	33.49	1.0448
49020	1	"$222,459,695.59"	"5,630,593"	$39.51	0.8941	"$223,513,672.44"	$39.70	0.8992	"55,628,579"	"1,556,670"	"3,234,008"	"120,334"	"8,365,688"	"556,409"	0	0	"67,228,275"	"2,233,413"	"101,062,076"	"3,576,677"	"168,290,351"	"5,810,090"	0.69699	0.05388	0.24913	0.00000	0.39948	0.60052	29.02	1.33	4.23	0.00	34.58	1.0119
49180	6	"$1,244,217,222.90"	"30,859,652"	$40.32	0.9124	"$1,271,028,164.30"	$41.19	0.9330	"247,111,043"	"6,958,477"	"18,584,852"	"837,880"	"38,185,567"	"2,630,504"	"10,613,993"	"646,814"	"314,495,454"	"11,073,675"	"480,480,119"	"16,955,030"	"794,975,573"	"28,028,705"	0.62838	0.07566	0.23755	0.05841	0.39560	0.60440	26.17	1.87	4.03	1.06	33.13	1.0561
49340	9	"$1,353,541,570.10"	"26,458,565"	$51.16	1.1577	"$1,367,459,212.20"	$51.68	1.1706	"364,649,069"	"6,872,709"	"13,518,603"	"461,403"	"53,195,403"	"2,611,215"	"1,850,667"	"91,477"	"433,213,743"	"10,036,804"	"477,867,454"	"13,841,140"	"911,081,197"	"23,877,944"	0.68475	0.04597	0.26016	0.00911	0.47549	0.52451	28.51	1.13	4.41	0.17	34.22	1.0225
49420	3	"$236,156,714.25"	"5,370,711"	$43.97	0.9950	"$238,605,397.96"	$44.43	1.0063	"54,891,873"	"1,282,428"	"4,943,595"	"174,639"	"5,781,496"	"341,358"	"2,313,882"	"139,618"	"67,930,846"	"1,938,043"	"106,949,243"	"3,606,381"	"174,880,089"	"5,544,424"	0.66171	0.09011	0.17614	0.07204	0.38844	0.61156	27.55	2.22	2.99	1.31	34.07	1.0270
49620	5	"$591,308,485.64"	"14,447,254"	$40.93	0.9262	"$587,831,726.92"	$40.69	0.9216	"118,831,610"	"3,158,293"	"5,162,030"	"223,093"	"12,771,963"	"888,785"	"408,093"	"26,741"	"137,173,696"	"4,296,912"	"313,202,841"	"10,614,725"	"450,376,537"	"14,911,637"	0.73501	0.05192	0.20684	0.00622	0.30458	0.69542	30.61	1.28	3.51	0.11	35.51	0.9854
49660	10	"$591,220,938.28"	"16,616,031"	$35.58	0.8052	"$587,150,833.34"	$35.34	0.8005	"149,464,822"	"4,714,643"	"7,433,720"	"370,762"	"15,273,680"	"1,166,266"	"2,444,927"	"151,389"	"174,617,149"	"6,403,060"	"257,815,605"	"9,852,548"	"432,432,754"	"16,255,608"	0.73631	0.05790	0.18214	0.02364	0.40380	0.59620	30.66	1.43	3.09	0.43	35.61	0.9826
49700	2	"$202,926,674.67"	"3,526,011"	$57.55	1.3023	"$197,605,164.67"	$56.04	1.2693	"70,554,408"	"1,116,723"	"2,392,675"	"72,025"	"4,431,420"	"221,193"	0	0	"77,378,503"	"1,409,941"	"75,284,367"	"2,057,361"	"152,662,870"	"3,467,302"	0.79204	0.05108	0.15688	0.00000	0.50686	0.49314	32.98	1.26	2.66	0.00	36.90	0.9482
49740	1	"$181,353,480.23"	"4,302,287"	$42.15	0.9538	"$184,114,741.48"	$42.79	0.9692	"40,404,796"	"1,020,178"	"1,926,562"	"62,370"	"6,270,982"	"421,913"	"1,043,048"	"69,011"	"49,645,388"	"1,573,472"	"112,732,280"	"2,998,753"	"162,377,668"	"4,572,225"	0.64836	0.03964	0.26814	0.04386	0.30574	0.69426	27.00	0.98	4.55	0.80	33.33	1.0498
