PROV	MAC	CBSAGEO	FROM	TO	 RNSAL 	 RNHR 	rnahw	 LPNSTSAL 	 LPNSTHR 	lpnstahw	 naoratsal 	 NAORATHR 	naoratahw	MASAL	MAHR	maahw	nursesal	nursehr	nurseahw	allothersal	allotherhr	allotherahw	totalsal	totalhr	totalahw
450196	04011	45	01/01/2016	12/31/2016	" 13,061,947 "	" 371,457 "	35.1641	" 2,718,822 "	" 126,244 "	21.5363	" 1,312,508 "	" 99,187 "	13.2326	"855,816 "	"66,792 "	12.8131	"17,949,094"	"663,680"	27.0448	"24,141,113"	"753,633"	32.0330	"42,090,207"	"1,417,313"	29.6972
450200	04011	45500	01/01/2016	12/31/2016	" 16,628,434 "	" 590,923 "	28.1398	" 7,075,468 "	" 319,376 "	22.1540	" 298,496 "	" 28,374 "	10.5201	0 	0 	0.0000	"24,002,398"	"938,673"	25.5706	"15,979,712"	"738,874"	21.6271	"39,982,110"	"1,677,547"	23.8337
450203	05901	23104	01/01/2016	12/31/2016	" 12,942,941 "	" 343,636 "	37.6647	" 1,119,775 "	" 47,850 "	23.4016	" 887,047 "	" 60,121 "	14.7544	0 	0 	0.0000	"14,949,763"	"451,607"	33.1035	"17,417,990"	"592,485"	29.3982	"32,367,752"	"1,044,092"	31.0009
450209	12001	11100	01/01/2016	12/31/2016	" 29,739,085 "	" 937,479 "	31.7224	" 2,577,458 "	" 116,595 "	22.1061	" 2,588,371 "	" 178,045 "	14.5378	"173,415 "	"11,804 "	14.6915	"35,078,329"	"1,243,922"	28.1998	"52,505,207"	"1,707,899"	30.7426	"87,583,536"	"2,951,821"	29.6710
450210	04011	45	01/01/2016	12/31/2016	" 1,561,544 "	" 45,657 "	34.2014	" 420,960 "	" 17,682 "	23.8074	" 30,086 "	" 2,739 "	10.9865	0 	0 	0.0000	"2,012,590"	"66,078"	30.4580	"3,053,764"	"133,565"	22.8635	"5,066,354"	"199,643"	25.3771
450211	04011	45	01/01/2016	12/31/2016	" 16,047,275 "	" 433,546 "	37.0140	" 1,518,146 "	" 54,672 "	27.7680	" 1,454,157 "	" 112,288 "	12.9502	0 	0 	0.0000	"19,019,579"	"600,507"	31.6725	"25,133,288"	"840,986"	29.8855	"44,152,866"	"1,441,493"	30.6300
450213	04011	41700	01/01/2016	12/31/2016	" 117,532,010 "	" 2,943,897 "	39.9240	" 10,111,715 "	" 465,633 "	21.7161	" 22,189,358 "	" 1,216,359 "	18.2424	"7,644,788 "	"508,709 "	15.0278	"157,477,871"	"5,134,598"	30.6700	"195,915,397"	"9,228,546"	21.2293	"353,393,268"	"14,363,144"	24.6042
450222	04011	26420	01/01/2016	12/31/2016	" 49,531,384 "	" 1,089,843 "	45.4482	" 632,398 "	" 27,375 "	23.1013	" 2,613,186 "	" 183,523 "	14.2390	0 	0 	0.0000	"52,776,968"	"1,300,741"	40.5745	"52,388,785"	"1,595,222"	32.8411	"105,165,753"	"2,895,963"	36.3146
450229	04011	10180	01/01/2016	12/31/2016	" 39,130,901 "	" 1,122,979 "	34.8456	" 2,774,856 "	" 146,517 "	18.9388	" 5,400,493 "	" 435,496 "	12.4008	0 	0 	0.0000	"47,306,250"	"1,704,992"	27.7457	"52,762,182"	"1,989,394"	26.5217	"100,068,432"	"3,694,386"	27.0866
450231	04011	11100	01/01/2016	12/31/2016	" 35,389,017 "	" 1,010,066 "	35.0363	" 4,143,723 "	" 172,542 "	24.0157	" 6,375,377 "	" 476,250 "	13.3866	174 	13 	13.3846	"45,908,291"	"1,658,871"	27.6744	"94,763,388"	"3,068,569"	30.8819	"140,671,679"	"4,727,440"	29.7564
450235	04011	45	01/01/2016	12/31/2016	" 2,254,309 "	" 58,147 "	38.7691	" 899,786 "	" 43,409 "	20.7281	" 252,937 "	" 21,562 "	11.7307	0 	0 	0.0000	"3,407,032"	"123,118"	27.6729	"5,297,958"	"179,456"	29.5223	"8,704,990"	"302,574"	28.7698
450236	04011	45	01/01/2016	12/31/2016	" 6,980,740 "	" 195,841 "	35.6450	" 652,630 "	" 30,960 "	21.0798	" 966,342 "	" 66,011 "	14.6391	0 	0 	0.0000	"8,599,712"	"292,812"	29.3694	"13,252,869"	"528,151"	25.0929	"21,852,581"	"820,963"	26.6182
450237	04011	41700	01/01/2016	12/31/2016	" 43,003,012 "	" 1,064,976 "	40.3793	" 2,858,425 "	" 112,698 "	25.3635	" 2,915,669 "	" 177,107 "	16.4628	"90,569 "	"5,017 "	18.0515	"48,867,675"	"1,359,799"	35.9374	"79,003,687"	"2,179,474"	36.2490	"127,871,362"	"3,539,273"	36.1293
450241	04011	45	01/01/2016	12/31/2016	" 1,296,916 "	" 36,924 "	35.1239	" 468,885 "	" 21,109 "	22.2126	" 33,762 "	" 2,609 "	12.9406	0 	0 	0.0000	"1,799,563"	"60,642"	29.6752	"3,995,282"	"148,524"	26.8999	"5,794,845"	"209,166"	27.7045
450243	04011	10180	01/01/2016	12/31/2016	" 321,201 "	" 10,823 "	29.6776	" 204,836 "	" 11,565 "	17.7117	" 97,712 "	" 9,588 "	10.1911	0 	0 	0.0000	"623,749"	"31,976"	19.5068	"757,845"	"36,171"	20.9517	"1,381,594"	"68,147"	20.2737
450253	04011	26420	01/01/2016	12/31/2016	" 1,219,789 "	" 35,305 "	34.5500	" 189,379 "	" 8,155 "	23.2224	" 79,512 "	" 5,160 "	15.4093	0 	0 	0.0000	"1,488,680"	"48,620"	30.6187	"2,680,807"	"92,303"	29.0436	"4,169,487"	"140,923"	29.5870
450271	04011	23104	01/01/2016	12/31/2016	" 17,232,201 "	" 463,772 "	37.1566	" 3,200,071 "	" 131,894 "	24.2624	" 303,949 "	" 15,384 "	19.7575	"24,210 "	"1,409 "	17.1824	"20,760,431"	"612,459"	33.8969	"39,604,153"	"1,439,263"	27.5170	"60,364,584"	"2,051,722"	29.4214
450272	09001	12420	01/01/2016	12/31/2016	" 10,566,353 "	" 273,594 "	38.6206	" 1,563,760 "	" 74,253 "	21.0599	" 398,456 "	" 24,275 "	16.4143	"7,652 "	557 	13.7379	"12,536,221"	"372,679"	33.6381	"23,142,340"	"743,075"	31.1440	"35,678,561"	"1,115,754"	31.9771
450280	04011	19124	01/01/2016	12/31/2016	" 22,041,754 "	" 524,193 "	42.0490	" 595,162 "	" 24,294 "	24.4987	" 2,488,993 "	" 141,417 "	17.6004	"1,156,166 "	"60,037 "	19.2575	"26,282,075"	"749,940"	35.0455	"34,866,295"	"1,043,779"	33.4039	"61,148,371"	"1,793,719"	34.0903
450289	04011	26420	01/01/2016	12/31/2016	" 175,422,119 "	" 4,034,170 "	43.4841	" 13,280,233 "	" 596,379 "	22.2681	" 23,059,776 "	" 1,445,701 "	15.9506	"1,523,264 "	"96,392 "	15.8029	"213,285,392"	"6,172,641"	34.5533	"304,860,310"	"10,530,967"	28.9489	"518,145,703"	"16,703,607"	31.0200
450292	04011	19124	01/01/2016	12/31/2016	" 6,402,837 "	" 137,719 "	46.4922	" 266,121 "	" 10,291 "	25.8588	" 298,788 "	" 18,364 "	16.2707	0 	0 	0.0000	"6,967,746"	"166,373"	41.8801	"8,726,539"	"247,492"	35.2598	"15,694,285"	"413,866"	37.9212
450299	05901	17780	01/01/2016	12/31/2016	" 12,088,998 "	" 319,150 "	37.8788	" 1,743,278 "	" 57,930 "	30.0927	" 557,781 "	" 33,977 "	16.4165	"146,411 "	"7,161 "	20.4451	"14,536,469"	"418,218"	34.7581	"15,479,138"	"473,616"	32.6829	"30,015,606"	"891,834"	33.6560
450306	04011	10180	01/01/2016	12/31/2016	" 476,877 "	" 13,027 "	36.6078	" 433,979 "	" 19,461 "	22.2998	" 106,048 "	" 8,790 "	12.0652	0 	0 	0.0000	"1,016,905"	"41,277"	24.6359	"2,866,809"	"113,239"	25.3166	"3,883,714"	"154,516"	25.1347
450324	04011	43300	01/01/2016	12/31/2016	" 36,654,367 "	" 1,172,374 "	31.2651	" 1,787,277 "	" 85,278 "	20.9582	" 1,931,573 "	" 143,620 "	13.4492	0 	0 	0.0000	"40,373,216"	"1,401,273"	28.8118	"38,553,160"	"1,400,096"	27.5361	"78,926,376"	"2,801,368"	28.1742
450330	04011	26420	01/01/2016	12/31/2016	" 24,597,569 "	" 592,730 "	41.4988	" 2,261,663 "	" 68,812 "	32.8673	" 1,695,478 "	" 123,415 "	13.7380	0 	0 	0.0000	"28,554,710"	"784,957"	36.3774	"31,686,549"	"1,272,712"	24.8969	"60,241,259"	"2,057,669"	29.2765
450340	04011	41660	01/01/2016	12/31/2016	" 10,681,263 "	" 266,914 "	40.0176	" 1,640,682 "	" 62,866 "	26.0981	" 592,073 "	" 39,567 "	14.9638	0 	0 	0.0000	"12,914,018"	"369,347"	34.9645	"22,165,574"	"708,367"	31.2911	"35,079,592"	"1,077,714"	32.5500
450346	04011	13140	01/01/2016	12/31/2016	" 38,251,303 "	" 983,506 "	38.8928	" 3,958,212 "	" 168,931 "	23.4309	" 4,047,620 "	" 304,902 "	13.2752	"40,722 "	"2,623 "	15.5250	"46,297,857"	"1,459,962"	31.7117	"51,414,529"	"1,723,839"	29.8256	"97,712,386"	"3,183,801"	30.6905
450347	04011	45	01/01/2016	12/31/2016	" 12,607,874 "	" 293,731 "	42.9232	" 1,927,752 "	" 74,011 "	26.0467	" 834,562 "	" 64,181 "	13.0032	"32,833 "	"2,045 "	16.0554	"15,403,022"	"433,969"	35.4934	"16,868,978"	"600,799"	28.0776	"32,272,001"	"1,034,767"	31.1877
450348	04011	47380	12/30/2015	12/27/2016	" 1,178,520 "	" 34,254 "	34.4057	" 210,536 "	" 9,682 "	21.7457	" 60,940 "	" 5,600 "	10.8816	0 	0 	0.0000	"1,449,996"	"49,536"	29.2718	"4,429,359"	"172,974"	25.6072	"5,879,355"	"222,509"	26.4230
450351	04011	45	01/01/2016	12/31/2016	" 7,711,377 "	" 167,304 "	46.0921	" 166,159 "	" 6,251 "	26.5810	" 421,141 "	" 26,128 "	16.1184	0 	0 	0.0000	"8,298,676"	"199,683"	41.5593	"10,106,575"	"300,377"	33.6463	"18,405,251"	"500,060"	36.8061
450352	04011	19124	01/01/2016	12/31/2016	" 16,324,288 "	" 446,650 "	36.5483	" 1,585,649 "	" 66,899 "	23.7021	" 1,787,419 "	" 110,289 "	16.2067	0 	0 	0.0000	"19,697,356"	"623,838"	31.5745	"32,184,890"	"1,188,750"	27.0746	"51,882,246"	"1,812,588"	28.6233
450358	04011	26420	01/01/2016	12/31/2016	" 146,927,641 "	" 3,482,664 "	42.1883	" 5,583,143 "	" 188,319 "	29.6473	" 19,012,216 "	" 1,151,924 "	16.5047	"1,455 "	54 	26.9444	"171,524,455"	"4,822,961"	35.5641	"308,562,487"	"9,527,018"	32.3881	"480,086,942"	"14,349,979"	33.4556
450369	04011	45	01/01/2016	12/31/2016	" 2,234,693 "	" 63,769 "	35.0436	" 519,921 "	" 25,627 "	20.2880	" 88,396 "	" 5,978 "	14.7869	0 	0 	0.0000	"2,843,010"	"95,374"	29.8091	"4,320,845"	"150,419"	28.7254	"7,163,855"	"245,793"	29.1459
450370	04011	45	01/01/2016	12/31/2016	" 3,286,457 "	" 86,900 "	37.8188	" 626,705 "	" 24,665 "	25.4087	" 195,178 "	" 14,542 "	13.4217	0 	0 	0.0000	"4,108,340"	"126,107"	32.5782	"5,725,447"	"202,955"	28.2104	"9,833,787"	"329,062"	29.8843
450372	04011	19124	01/01/2016	12/31/2016	" 19,301,670 "	" 477,098 "	40.4564	" 832,619 "	" 35,241 "	23.6268	" 1,293,098 "	" 85,691 "	15.0903	"1,394,078 "	"77,186 "	18.0614	"22,821,466"	"675,215"	33.7988	"29,211,473"	"855,186"	34.1580	"52,032,940"	"1,530,401"	33.9995
450388	04011	41700	01/01/2016	12/31/2016	" 197,253,503 "	" 5,598,892 "	35.2308	" 8,028,556 "	" 331,117 "	24.2469	" 334,697 "	" 21,661 "	15.4516	"18,704,951 "	"1,352,056 "	13.8344	"224,321,707"	"7,303,726"	30.7133	"291,808,415"	"9,421,330"	30.9732	"516,130,122"	"16,725,056"	30.8597
450389	04011	45	01/01/2016	12/31/2016	" 12,430,791 "	" 383,121 "	32.4461	" 620,090 "	" 27,749 "	22.3467	" 494,757 "	" 45,668 "	10.8337	0 	0 	0.0000	"13,545,637"	"456,538"	29.6703	"11,153,197"	"436,502"	25.5513	"24,698,834"	"893,041"	27.6570
450395	04011	45	01/01/2016	12/31/2016	" 6,862,446 "	" 170,964 "	40.1396	" 620,974 "	" 24,513 "	25.3321	" 256,818 "	" 19,591 "	13.1090	0 	0 	0.0000	"7,740,238"	"215,069"	35.9896	"7,548,996"	"241,562"	31.2508	"15,289,234"	"456,631"	33.4827
450399	04011	45	01/01/2016	12/31/2016	" 1,733,837 "	" 66,254 "	26.1695	" 138,641 "	" 9,121 "	15.2002	" 170,373 "	" 14,847 "	11.4752	"158,424 "	"14,513 "	10.9160	"2,201,275"	"104,735"	21.0176	"3,890,390"	"158,869"	24.4880	"6,091,665"	"263,604"	23.1092
450400	04011	45	01/01/2016	12/31/2016	" 1,195,092 "	" 33,042 "	36.1689	" 206,955 "	" 9,350 "	22.1342	" 247,438 "	" 10,814 "	22.8813	0 	0 	0.0000	"1,649,485"	"53,206"	31.0019	"4,452,734"	"130,793"	34.0441	"6,102,219"	"183,999"	33.1644
450403	04011	19124	01/01/2016	12/31/2016	" 27,541,682 "	" 616,305 "	44.6884	" 877,752 "	" 27,286 "	32.1686	" 2,121,587 "	" 126,945 "	16.7126	"56,828 "	"4,239 "	13.4060	"30,597,849"	"774,775"	39.4926	"37,964,249"	"1,152,574"	32.9387	"68,562,098"	"1,927,349"	35.5733
450411	04011	45	01/01/2016	12/31/2016	" 1,499,296 "	" 47,627 "	31.4798	" 375,529 "	" 21,406 "	17.5434	" 40,194 "	" 3,158 "	12.7267	0 	0 	0.0000	"1,915,019"	"72,191"	26.5270	"3,743,145"	"167,483"	22.3494	"5,658,164"	"239,674"	23.6077
450419	04011	23104	01/01/2016	12/31/2016	" 5,508,451 "	" 116,019 "	47.4787	" 328,810 "	" 9,593 "	34.2760	" 698,881 "	" 40,863 "	17.1031	0 	0 	0.0000	"6,536,141"	"166,475"	39.2619	"9,933,993"	"282,454"	35.1703	"16,470,135"	"448,929"	36.6876
450422	04011	19124	01/01/2016	12/31/2016	" 5,543,533 "	" 133,102 "	41.6488	 -   	 -   	0.0000	" 2,631,913 "	" 85,903 "	30.6382	0 	0 	0.0000	"8,175,446"	"219,005"	37.3300	"2,801,658"	"114,586"	24.4503	"10,977,104"	"333,591"	32.9059
450424	04011	26420	01/01/2016	12/31/2016	" 34,669,742 "	" 831,076 "	41.7167	" 1,675,685 "	" 58,501 "	28.6437	" 2,828,371 "	" 180,533 "	15.6668	0 	0 	0.0000	"39,173,798"	"1,070,110"	36.6073	"59,010,726"	"1,872,926"	31.5072	"98,184,524"	"2,943,036"	33.3616
450431	04011	12420	01/01/2016	12/31/2016	" 76,327,767 "	" 2,007,391 "	38.0234	" 3,523,752 "	" 138,142 "	25.5082	" 6,946,270 "	" 424,374 "	16.3683	0 	0 	0.0000	"86,797,789"	"2,569,907"	33.7747	"122,085,943"	"3,775,206"	32.3389	"208,883,732"	"6,345,113"	32.9204
450447	05901	45	01/01/2016	12/31/2016	" 5,374,667 "	" 134,348 "	40.0056	" 853,074 "	" 34,169 "	24.9663	" 520,047 "	" 33,453 "	15.5456	0 	0 	0.0000	"6,747,788"	"201,970"	33.4099	"11,110,525"	"357,155"	31.1084	"17,858,313"	"559,125"	31.9398
450460	04011	45	01/01/2016	12/31/2016	" 1,126,966 "	" 31,175 "	36.1503	" 585,885 "	" 29,858 "	19.6224	" 18,878 "	" 2,001 "	9.4344	0 	0 	0.0000	"1,731,730"	"63,033"	27.4732	"2,855,449"	"144,381"	19.7772	"4,587,178"	"207,415"	22.1160
450462	04011	19124	01/01/2016	12/31/2016	" 96,340,289 "	" 2,059,952 "	46.7682	" 2,708,990 "	" 92,095 "	29.4152	" 8,570,501 "	" 464,821 "	18.4383	"274,382 "	"15,511 "	17.6895	"107,894,162"	"2,632,379"	40.9873	"110,905,295"	"3,263,799"	33.9804	"218,799,457"	"5,896,178"	37.1087
450465	04011	45	01/01/2016	12/31/2016	" 6,478,442 "	" 182,043 "	35.5874	" 867,506 "	" 30,217 "	28.7092	" 944,064 "	" 54,799 "	17.2278	0 	0 	0.0000	"8,290,012"	"267,059"	31.0419	"12,925,166"	"474,676"	27.2294	"21,215,178"	"741,735"	28.6021
450475	04011	30980	01/01/2016	12/31/2016	" 3,912,219 "	" 125,516 "	31.1690	" 283,887 "	" 13,712 "	20.7034	" 204,664 "	" 14,301 "	14.3109	0 	0 	0.0000	"4,400,771"	"153,530"	28.6640	"3,654,130"	"162,472"	22.4909	"8,054,901"	"316,001"	25.4901
450484	05901	45	01/01/2016	12/31/2016	" 13,315,102 "	" 329,894 "	40.3618	" 1,887,958 "	" 72,344 "	26.0970	" 648,193 "	" 42,523 "	15.2434	"265,389 "	"16,176 "	16.4063	"16,116,642"	"460,937"	34.9650	"19,176,408"	"630,658"	30.4070	"35,293,050"	"1,091,595"	32.3316
450489	04011	45	01/01/2016	12/31/2016	" 749,572 "	" 23,289 "	32.1857	" 397,705 "	" 17,729 "	22.4325	" 156,791 "	" 12,459 "	12.5846	320 	25 	12.8000	"1,304,388"	"53,502"	24.3802	"3,237,952"	"105,679"	30.6395	"4,542,340"	"159,181"	28.5357
450498	04011	45	12/30/2015	12/27/2016	" 992,877 "	" 32,452 "	30.5950	" 432,746 "	" 25,464 "	16.9946	" 70,561 "	" 6,423 "	10.9853	0 	0 	0.0000	"1,496,184"	"64,339"	23.2546	"3,183,806"	"132,363"	24.0535	"4,679,990"	"196,703"	23.7922
450508	04011	45	01/01/2016	12/31/2016	" 11,256,792 "	" 333,456 "	33.7579	" 1,042,200 "	" 53,649 "	19.4263	" 1,021,199 "	" 91,001 "	11.2219	"464,509 "	"33,224 "	13.9810	"13,784,701"	"511,330"	26.9585	"17,237,524"	"735,860"	23.4250	"31,022,224"	"1,247,190"	24.8737
450518	04011	13140	01/01/2016	12/31/2016	" 17,715,707 "	" 556,515 "	31.8333	" 9,528,452 "	" 397,842 "	23.9503	" 364,753 "	" 34,690 "	10.5146	0 	0 	0.0000	"27,608,912"	"989,047"	27.9147	"14,897,434"	"672,060"	22.1668	"42,506,346"	"1,661,107"	25.5892
450537	04011	19124	01/01/2016	12/31/2016	" 32,375,232 "	" 740,852 "	43.7000	 -   	 -   	0.0000	" 2,563,728 "	" 144,412 "	17.7528	0 	0 	0.0000	"34,938,960"	"885,264"	39.4673	"51,610,061"	"1,577,812"	32.7099	"86,549,021"	"2,463,076"	35.1386
450539	04011	45	01/01/2016	12/31/2016	" 3,290,365 "	" 98,742 "	33.3229	" 1,464,984 "	" 71,276 "	20.5536	" 381,799 "	" 29,467 "	12.9568	0 	0 	0.0000	"5,137,148"	"199,485"	25.7520	"11,407,761"	"407,906"	27.9666	"16,544,909"	"607,391"	27.2393
450558	05901	10180	01/01/2016	12/31/2016	" 14,173,204 "	" 361,911 "	39.1621	" 1,967,076 "	" 84,138 "	23.3792	" 414,159 "	" 30,612 "	13.5293	0 	0 	0.0000	"16,554,439"	"476,661"	34.7300	"25,442,893"	"792,405"	32.1084	"41,997,332"	"1,269,066"	33.0931
450563	04011	23104	01/01/2016	12/31/2016	" 30,496,245 "	" 742,491 "	41.0729	" 1,633,541 "	" 62,444 "	26.1600	" 2,640,024 "	" 166,024 "	15.9015	"743,435 "	"41,746 "	17.8086	"35,513,246"	"1,012,705"	35.0677	"49,409,266"	"1,453,118"	34.0022	"84,922,512"	"2,465,822"	34.4398
450565	04011	45	01/01/2016	12/31/2016	" 5,268,341 "	" 169,803 "	31.0262	" 803,885 "	" 39,124 "	20.5471	" 117,585 "	" 10,502 "	11.1964	"72,391 "	"5,311 "	13.6304	"6,262,202"	"224,740"	27.8642	"7,929,022"	"364,161"	21.7734	"14,191,224"	"588,901"	24.0978
450571	04011	41660	01/01/2016	12/31/2016	" 36,619,441 "	" 940,602 "	38.9319	" 6,474,003 "	" 299,498 "	21.6162	" 4,558,165 "	" 334,246 "	13.6372	0 	0 	0.0000	"47,651,609"	"1,574,346"	30.2676	"37,778,759"	"1,436,739"	26.2948	"85,430,368"	"3,011,085"	28.3720
450573	04011	45	01/01/2016	12/31/2016	" 3,738,532 "	" 113,635 "	32.8994	" 440,731 "	" 21,631 "	20.3747	" 261,970 "	" 20,232 "	12.9480	"11,494 "	912 	12.6039	"4,452,726"	"156,411"	28.4682	"6,536,443"	"230,231"	28.3909	"10,989,170"	"386,641"	28.4221
450578	04011	45	01/01/2016	12/31/2016	" 941,690 "	" 24,098 "	39.0775	" 486,153 "	" 21,637 "	22.4686	" 10,518 "	 513 	20.5029	0 	0 	0.0000	"1,438,361"	"46,248"	31.1010	"2,448,796"	"75,332"	32.5067	"3,887,157"	"121,580"	31.9720
450584	04011	45	01/01/2016	12/31/2016	" 1,804,375 "	" 55,709 "	32.3893	" 205,343 "	" 11,467 "	17.9073	" 133,693 "	" 11,460 "	11.6661	0 	0 	0.0000	"2,143,411"	"78,636"	27.2574	"4,732,981"	"169,698"	27.8906	"6,876,392"	"248,334"	27.6901
450586	04011	45	01/01/2016	12/31/2016	" 809,502 "	" 27,694 "	29.2302	" 790,473 "	" 43,635 "	18.1156	" 135,682 "	" 12,403 "	10.9395	0 	0 	0.0000	"1,735,657"	"83,732"	20.7287	"2,743,572"	"102,640"	26.7300	"4,479,229"	"186,372"	24.0338
450587	05901	45	01/01/2016	12/31/2016	" 5,444,890 "	" 134,861 "	40.3742	" 1,324,778 "	" 60,891 "	21.7566	" 199,781 "	" 16,457 "	12.1394	"47,501 "	"2,096 "	22.6654	"7,016,950"	"214,304"	32.7429	"19,136,345"	"649,585"	29.4594	"26,153,295"	"863,889"	30.2739
450596	05901	23104	01/01/2016	12/31/2016	" 8,013,701 "	" 204,902 "	39.1098	" 679,878 "	" 25,775 "	26.3771	" 1,160,303 "	" 52,462 "	22.1172	"209,724 "	"12,827 "	16.3496	"10,063,606"	"295,967"	34.0025	"15,019,115"	"476,063"	31.5486	"25,082,721"	"772,030"	32.4893
450597	04011	45	01/01/2016	12/31/2016	" 3,397,549 "	" 86,492 "	39.2817	" 440,542 "	" 16,455 "	26.7725	" 125,368 "	" 9,174 "	13.6656	0 	0 	0.0000	"3,963,459"	"112,121"	35.3498	"5,421,675"	"226,246"	23.9636	"9,385,134"	"338,367"	27.7366
450604	04011	45	01/01/2016	12/31/2016	" 8,624,753 "	" 231,396 "	37.2727	" 1,356,084 "	" 58,958 "	23.0010	" 29,437 "	" 1,935 "	15.2107	"34,730 "	"2,430 "	14.2938	"10,045,004"	"294,719"	34.0834	"14,649,078"	"519,427"	28.2024	"24,694,081"	"814,145"	30.3313
450605	04011	18580	01/01/2016	12/31/2016	" 1,958,217 "	" 61,574 "	31.8027	" 435,543 "	" 26,233 "	16.6025	" 92,745 "	" 8,366 "	11.0856	0 	0 	0.0000	"2,486,505"	"96,174"	25.8543	"2,995,276"	"161,072"	18.5959	"5,481,782"	"257,246"	21.3095
450610	04011	26420	01/01/2016	12/31/2016	" 61,802,266 "	" 1,512,545 "	40.8598	" 4,024,102 "	" 142,609 "	28.2177	" 5,621,533 "	" 335,887 "	16.7364	"142,970 "	"7,538 "	18.9666	"71,590,871"	"1,998,579"	35.8209	"93,556,197"	"2,788,578"	33.5498	"165,147,068"	"4,787,157"	34.4979
450617	04011	26420	01/01/2016	12/31/2016	" 90,203,250 "	" 2,137,587 "	42.1986	" 3,930,929 "	" 149,980 "	26.2097	" 7,162,107 "	" 498,870 "	14.3567	"22,307 "	"1,054 "	21.1641	"101,318,593"	"2,787,491"	36.3476	"103,175,657"	"3,342,140"	30.8711	"204,494,250"	"6,129,631"	33.3616
450634	04011	19124	01/01/2016	12/31/2016	" 28,144,709 "	" 688,984 "	40.8496	" 1,112,269 "	" 38,101 "	29.1926	" 1,728,553 "	" 108,196 "	15.9761	0 	0 	0.0000	"30,985,531"	"835,281"	37.0959	"34,025,967"	"1,002,320"	33.9472	"65,011,498"	"1,837,601"	35.3785
450638	04011	26420	01/01/2016	12/31/2016	" 53,732,057 "	" 1,166,132 "	46.0772	" 1,726,128 "	" 62,183 "	27.7588	" 531,218 "	" 39,337 "	13.5043	"254,217 "	"17,386 "	14.6219	"56,243,620"	"1,285,038"	43.7681	"51,053,552"	"1,719,527"	29.6905	"107,297,172"	"3,004,565"	35.7114
450639	04011	23104	01/01/2016	12/31/2016	" 18,442,070 "	" 345,385 "	53.3957	" 1,516,370 "	" 49,232 "	30.8005	" 3,269,707 "	" 189,751 "	17.2316	0 	0 	0.0000	"23,228,147"	"584,368"	39.7492	"82,317,680"	"2,331,580"	35.3055	"105,545,827"	"2,915,948"	36.1961
450641	04011	45	01/01/2016	12/31/2016	" 927,282 "	" 32,089 "	28.8972	" 494,791 "	" 27,209 "	18.1848	" 216,625 "	" 20,110 "	10.7720	0 	0 	0.0000	"1,638,698"	"79,408"	20.6364	"2,298,334"	"94,091"	24.4267	"3,937,032"	"173,499"	22.6920
450643	12001	29700	01/01/2016	12/31/2016	" 15,356,302 "	" 445,736 "	34.4516	" 694,079 "	" 27,865 "	24.9086	" 1,338,557 "	" 104,019 "	12.8684	"147,624 "	"10,930 "	13.5063	"17,536,562"	"588,550"	29.7962	"18,244,665"	"724,678"	25.1762	"35,781,227"	"1,313,228"	27.2468
450644	04011	26420	01/01/2016	12/31/2016	" 40,738,650 "	" 947,943 "	42.9758	" 1,346,870 "	" 46,369 "	29.0468	" 3,438,105 "	" 218,685 "	15.7217	0 	0 	0.0000	"45,523,625"	"1,212,997"	37.5299	"50,993,355"	"1,557,071"	32.7495	"96,516,980"	"2,770,068"	34.8428
450647	04011	19124	01/01/2016	12/31/2016	" 104,246,063 "	" 2,442,031 "	42.6883	" 2,935,037 "	" 122,221 "	24.0142	" 5,411,597 "	" 322,370 "	16.7869	0 	0 	0.0000	"112,592,697"	"2,886,622"	39.0050	"105,561,655"	"3,071,150"	34.3720	"218,154,352"	"5,957,772"	36.6168
450651	04011	19124	01/01/2016	12/31/2016	" 71,006,124 "	" 1,603,941 "	44.2698	" 2,461,009 "	" 74,732 "	32.9311	" 5,544,779 "	" 300,137 "	18.4742	"7,474 "	456 	16.3904	"79,019,386"	"1,979,266"	39.9236	"79,406,229"	"2,426,513"	32.7244	"158,425,615"	"4,405,779"	35.9586
450653	05901	45	01/01/2016	12/31/2016	" 3,622,818 "	" 82,188 "	44.0797	" 1,274,377 "	" 40,360 "	31.5752	" 130,617 "	" 8,472 "	15.4168	0 	0 	0.0000	"5,027,812"	"131,020"	38.3743	"11,504,347"	"347,786"	33.0788	"16,532,159"	"478,806"	34.5279
450654	04011	45	01/01/2016	12/31/2016	" 3,818,501 "	" 109,725 "	34.8006	" 901,198 "	" 35,349 "	25.4943	" 339,087 "	" 29,182 "	11.6197	0 	0 	0.0000	"5,058,786"	"174,256"	29.0308	"8,185,127"	"420,096"	19.4839	"13,243,913"	"594,352"	22.2829
450656	04011	45	01/01/2016	12/31/2016	" 10,535,659 "	" 298,514 "	35.2937	" 594,605 "	" 24,593 "	24.1778	" 561,790 "	" 40,170 "	13.9853	"138,902 "	"11,361 "	12.2262	"11,830,956"	"374,638"	31.5797	"12,448,158"	"416,994"	29.8521	"24,279,114"	"791,632"	30.6697
450658	04011	45	01/01/2016	12/31/2016	" 966,441 "	" 30,340 "	31.8540	" 216,242 "	" 10,397 "	20.7990	" 7,286 "	 708 	10.2909	0 	0 	0.0000	"1,189,970"	"41,445"	28.7124	"1,828,895"	"77,081"	23.7271	"3,018,865"	"118,525"	25.4703
